question,answer_llm,answer_orig,document
Which model should I use in responses.create if gpt-4o is not available to me?,"If `gpt-4o` is not available, you can use another model or provider — the recommended model is **not mandatory**.

For example, the context suggests using a pinned OpenRouter model like:

`openai/gpt-oss-120b:free`

If you use a non-OpenAI provider, you may need to adapt the code, and for those providers it may be better to use `chat.completions` instead of `responses.create`.

If you want, I can also suggest a good fallback model based on your provider.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"After adding credits, do I need to create a new API key or can I keep using the old one?",You can keep using the old one. Adding credits should not require creating a new API key.,"```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
How much should I expect to spend if I use the OpenAI API for this course?,"Using the OpenAI API for the course should cost very little. You can recharge starting from **$5**, but initial usage is usually **fractions of a cent**.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Do I need to pay a lot upfront to start using the OpenAI API, or can I begin with a small recharge?","You can begin with a small recharge — the course notes say you can top up starting from **$5**, and initial usage is usually only fractions of a cent.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Is it true that using the OpenAI API in the course is basically very cheap?,"Yes — the course notes say using the OpenAI API for the course should cost very little, and initial usage is usually fractions of a cent.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
What’s the minimum amount I can add to my OpenAI account before I start?,The minimum is **$5**.,"Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Will the API usage for this course cost more than a few cents, or is it usually almost nothing?","Usually almost nothing. The course says OpenAI API usage should cost very little, and initial usage is often just fractions of a cent. You can also start with a $5 recharge if needed.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Do I need to buy an OpenAI API subscription to finish the homework in this course?,"No, you don’t need to buy an OpenAI API subscription to finish the homework. The course homeworks can be completed with free or low-cost alternatives, and the recommended model/provider is not mandatory.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Is paying for OpenAI API required for the llm-zoomcamp assignments?,"No, paying for the OpenAI API is not required to complete the llm-zoomcamp assignments. You can use free or low-cost alternatives listed in the course GitHub repo.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Can I complete the course tasks without using a paid OpenAI API account?,"Yes. You do **not** need a paid OpenAI API account to complete the course homework/tasks.

You can use **free or low-cost alternatives** listed in the course GitHub repo instead.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Are there any free or cheaper options instead of OpenAI API for the course?,"Yes. You don’t have to pay for OpenAI API to complete the course homeworks.

The course provides free or low-cost alternatives in the GitHub repo:
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives

","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Where can I find the list of OpenAI API alternatives for this module?,"You can find the list here in the course GitHub repo:

[OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives)","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"Why does my Jupyter notebook say OPENAI_API_KEY is missing, even though I added it to .env?","Make sure you’re loading the `.env` file in your notebook with `python-dotenv` before using the key:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv
load_dotenv()
```

Also check that the variable name in your `.env` file is exactly:

```bash
OPENAI_API_KEY=sk-...
```

If it still isn’t found, I don’t know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Do I need python-dotenv for OpenAI keys to work in the notebook?,"Yes — in the notebook, you typically need `python-dotenv` if your OpenAI key is stored in a `.env` file.

Use it like this:

```bash
pip install python-dotenv
```

Then in the notebook:

```python
from dotenv import load_dotenv
import os

load_dotenv()
```

Make sure your `.env` contains:

```bash
OPENAI_API_KEY=sk-...
```

and that the name is exactly `OPENAI_API_KEY`.

If you already set the key directly in the notebook environment, then you may not need `python-dotenv`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What should I run in Jupyter before creating the OpenAI client so it can see my API key?,"Run this in your Jupyter notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also make sure your `.env` file contains `OPENAI_API_KEY` exactly.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
My notebook still can’t find the API key after restarting—am I supposed to load .env manually?,"Yes — in the notebook you should load the `.env` file manually with:

```python
from dotenv import load_dotenv
load_dotenv()
```

Make sure you’ve installed `python-dotenv`:

```bash
pip install python-dotenv
```

Also check that your `.env` contains the exact variable name, for example:

```bash
OPENAI_API_KEY=sk-...
```

If it still isn’t found after that, I don’t know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What’s the exact environment variable name OpenAI expects in the .env file?,`OPENAI_API_KEY`,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I keep API keys out of Git and load them from a .env file in Python?,"Store your API keys in a `.env` file, add `.env` to `.gitignore`, and load them in Python with `python-dotenv`.

Example:

```gitignore
.env
```

`.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install:

```bash
pip install python-dotenv
```

Load in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

If you want, I can also show how to do this in a Jupyter notebook.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"What’s the recommended way in the course to store OpenAI, Groq, and Gemini keys safely?","The course recommends storing them in a `.env` file and loading them with `python-dotenv`, then adding `.env` to `.gitignore` so the keys are never committed.

Example:
```gitignore
.env
```

`.env`:
```bash
OPENAI_API_KEY=...
GROQ_API_KEY=...
GEMINI_API_KEY=...
```

Python:
```python
from dotenv import load_dotenv
import os

load_dotenv()
openai_key = os.getenv(""OPENAI_API_KEY"")
groq_key = os.getenv(""GROQ_API_KEY"")
gemini_key = os.getenv(""GEMINI_API_KEY"")
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Do I need python-dotenv to read environment variables from a .env file?,"Yes — in the course context, `python-dotenv` is the recommended way to read environment variables from a `.env` file in Python.

Example:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv
import os

load_dotenv()
api_key = os.getenv(""OPENAI_API_KEY"")
```

If you want, I can also show the difference between `python-dotenv`, `direnv`, and `dirdotenv`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How can I make sure my .env file is ignored by git before I push my project?,"Add `.env` to your `.gitignore` file so it won’t be committed:

```gitignore
.env
```

If you want, you can also include a `.env.example` file with the variable names but no secrets.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What’s the easiest way to use API keys from .env with os.getenv() in a RAG project?,"The easiest way is:

1. Put your key in a `.env` file:
```bash
OPENAI_API_KEY=sk-...
```

2. Load it in Python with `python-dotenv`:
```python
import os
from dotenv import load_dotenv

load_dotenv()
api_key = os.getenv(""OPENAI_API_KEY"")
```

3. Make sure `.env` is in `.gitignore` so you don’t commit secrets:
```gitignore
.env
```

If you want, I can also show the exact setup for Gemini or Groq.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Can I switch to a different LLM provider for the homework, like Gemini, Groq, or Azure OpenAI?","Yes. The recommended model/provider is **not mandatory**. You can use **Gemini, Groq, Azure OpenAI, OpenRouter, OpenAI, local models, or another provider**.

A few notes:
- You may need to **adapt the code** because response formats, tool schemas, and tokenizers can differ.
- For **Gemini via the OpenAI-compatible endpoint**, you can use the older `chat.completions` style.
- If you use a non-OpenAI provider, avoid assuming OpenAI-specific APIs like `response.output`; use the provider’s chat-completions response format instead.

So yes, switching to Gemini, Groq, or Azure OpenAI is allowed.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Is the recommended model in the RAG assignment required, or can I use my own model instead?","No, it’s not required. The recommended model is **not mandatory** — you can use your own model or provider instead, including OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

Just note that you may need to adapt the code because different providers can have different response formats, tool schemas, and tokenizers.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I have to pay for the exact service mentioned in the homework, or are free/local options okay?","No — you don’t have to pay for the exact service mentioned in the homework. Free, local, or other low-cost alternatives are okay, and the course explicitly says the recommended provider/model is not mandatory. You may need to adjust the code depending on the provider you use.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"If I use another API or local model, will I need to change the code for things like tokenization or response format?","Yes. You may need to adapt the code.

In particular, different providers or local models can have different:

- tokenization
- response formats
- tool/function call schemas
- usage/token count fields

So you should not assume the same code will work unchanged. For example:

- OpenAI-compatible APIs often use `response.usage.prompt_tokens` or `response.usage.input_tokens`
- Non-OpenAI providers may expose usage differently, or not at all
- The newer `response.output` style is OpenAI-specific; for many other providers you should use `chat.completions` and read `response.choices[0].message.content`

If a provider doesn’t expose token counts, use that provider’s native tokenizer as an approximation.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where can I find a list of OpenAI API alternatives that are acceptable for this course?,"You can find it in the course GitHub repo here:

[OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives)","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
How do I use Gemini in the Module 1 notebook if I only have an API key and want to go through the OpenAI-style endpoint?,"Use Google’s OpenAI-compatible endpoint with your Gemini API key.

1. Put your key in `.env`, for example:
```env
GEMINI_API_KEY=your_key_here
```

2. Create an OpenAI client like this:
```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

3. Call a Gemini model by name:
```python
def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

Note: this uses the older chat-completions style through the OpenAI-compatible endpoint, so you may need to adjust the notebook where it reads the response and handles tool/function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
What do I need to change in the course notebook to make Google Gemini work with the OpenAI-compatible URL?,"You need to change the notebook to use the **OpenAI client with Google’s OpenAI-compatible base URL** and then adapt the code to the **chat completions** response format.

Main changes:

1. **Load your Gemini key from `.env`**
   - Use something like `GEMINI_API_KEY`.

2. **Create the client with Gemini’s base URL**
   ```python
   client = OpenAI(
       api_key=os.getenv(""GEMINI_API_KEY""),
       base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
   )
   ```

3. **Use your Gemini model name in the request**
   - For example: `gemini-3.1-flash-lite`

4. **Update the notebook where it reads model outputs**
   - The course notebook may use the newer **Responses** format.
   - Gemini via this endpoint uses **chat completions**, so you’ll need to read:
   ```python
   response.choices[0].message.content
   ```

5. **Adjust tool/function-call handling if the notebook uses tools**
   - That part may need changes too, because the response format differs.

So in short: **switch the client base URL, use your Gemini key, choose a Gemini model, and update any code that expects OpenAI Responses-style outputs.**","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Is there a specific way to load the Gemini key from a .env file before creating the client?,"Yes — load the `.env` file first with `python-dotenv`, then create the client using `os.getenv(""GEMINI_API_KEY"")`.

Example:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()  # loads .env

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

Make sure your `.env` contains:

```bash
GEMINI_API_KEY=...
```

and that `python-dotenv` is installed:

```bash
pip install python-dotenv
```
","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Which Gemini model name should I pass when calling the helper in the RAG notebook?,`gemini-3.1-flash-lite`,"To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Why does the notebook code need edits when using chat completions instead of the newer Responses API?,"Because the notebook examples are written for the newer `responses.create(...)` API, but chat completions returns a different response shape.

With `responses.create(...)`, you read the model output from `response.output`.  
With `chat.completions.create(...)`, you must read it from:

```python
response.choices[0].message.content
```

So the notebook code needs edits anywhere it:
- accesses `response.output`
- handles tool/function-call formatting
- assumes the Responses API schema

That’s why the module notes say you may need to adapt the code in a few places when using chat completions, especially for non-OpenAI providers.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
"How do I get Ollama installed on macOS, Windows, or Linux for this RAG setup?","Install Ollama from the official download page: https://ollama.com/download

Choose your OS:

- **macOS**: download and install the `.pkg`
- **Windows**: download and install the `.msi`
- **Linux**: run:
  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

After installation, you can test it with:

```bash
ollama run llama3
```

And verify the local server with:

```bash
curl http://localhost:11434
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
"After installing Ollama, what command should I run to download and start the local Llama 3 model?","Run:

```bash
ollama run llama3
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
How can I check that the Ollama server is actually running on my machine?,"To check that the Ollama server is running on your machine, run:

```bash
curl http://localhost:11434
```

If the server is running, you should get a response like:

```json
{""models"": [...]}
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
